individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
MOAB.00631,MOAB_003,MOAB,PIED,OK,0.99,50.52,50.9,3.22,0.97,1.31,18.15,22.17,323.4,0.506,"list(c(-109.349540788097, -109.349562332288, -109.34956956428, -109.349557983153, -109.349529863782, -109.349507100161, -109.349512106125, -109.349540788097, 38.2612155432675, 38.2612139693139, 38.2612297180275, 38.2612405228268, 38.2612416147437, 38.2612251386895, 38.2612138518577, 38.2612155432675))",2006.05,23.4,3
MOAB.00656,MOAB_003,MOAB,PIED,OK,0.95,51.28,53.7,6.05,2.28,2.7,23.54,21.98,360.3,0.52,"list(c(-109.349427232522, -109.349424898098, -109.349424111542, -109.349427666912, -109.349427179996, -109.349425446889, -109.349423412106, -109.349424019527, -109.349428515343, -109.349434669356, -109.349439841397, -109.34944565221, -109.349451500477, -109.34945636474, -109.349457904469, -109.349456841485, -109.349457024692, -109.349458227325, -109.349460786481, -109.349462251301, -109.3494603582, -109.349454541281, -109.349447066163, -109.349439401735, -109.349435326062, -109.349430156052, -109.349428951385, 
-109.349427232522, 38.2612216267585, 38.2612180784263, 38.2612141871947, 38.2612091082358, 38.2612066993783, 38.2612047924495, 38.2612027264911, 38.2612003978619, 38.2611973046329, 38.2611957477389, 38.2611946665065, 38.2611954119742, 38.2611963427383, 38.2611990725086, 38.261204022986, 38.2612080980874, 38.2612116712596, 38.2612149540664, 38.2612196141784, 38.2612241940623, 38.2612281626683, 38.261231387234, 38.2612330754644, 38.2612351605551, 38.2612349986715, 38.2612347565594, 38.2612327970966, 
38.2612216267585))",2006.74,24.4,3.4
MOAB.00518,MOAB_024,MOAB,PIED,OK,0.82,51.07,62.1,2.01,0.7,1.04,20.52,19.77,302.5,0.495,"list(c(-109.344711608576, -109.344717039792, -109.344721318486, -109.344729809125, -109.344736227167, -109.344746640804, -109.344756334622, -109.3447585367, -109.344752822386, -109.344745751274, -109.344740890283, -109.344735254788, -109.344729340216, -109.344725777318, -109.344722926195, -109.344719005399, -109.344714730727, -109.344712095953, -109.344710959529, -109.344711608576, 38.2622518423714, 38.2622459432992, 38.2622469472552, 38.2622461034864, 38.2622476094196, 38.2622487182844, 38.2622538288632, 
38.2622596839451, 38.2622641819956, 38.262269529458, 38.2622757291535, 38.2622755746104, 38.2622715176193, 38.2622690133735, 38.2622675102615, 38.2622657561605, 38.2622622507801, 38.2622592970111, 38.2622561943419, 38.2622518423714))",2018.79,23.4,4.1
MOAB.00548,MOAB_024,MOAB,JUOS,OK,0.66,52.64,79.7,1.38,0.36,0.53,15.09,14.16,552.6,0.615,"list(c(-109.344670204882, -109.344658126277, -109.344647416663, -109.344638897262, -109.344623265851, -109.344627316589, -109.344634976368, -109.344646711122, -109.344655796131, -109.344659883905, -109.344669390051, -109.344676296296, -109.344676111577, -109.344670204882, 38.2623344277068, 38.2623367637107, 38.2623338530941, 38.2623437851812, 38.2623345495691, 38.2623185313797, 38.262314363135, 38.2623143326699, 38.2623051961362, 38.2623013828604, 38.2623123628552, 38.2623184906417, 38.2623275944654, 
38.2623344277068))",2016.49,29.3,3.6
MOAB.00396,MOAB_007,MOAB,ARTR2,OK,1.99,51.05,25.6,4.65,1.36,1.6,13.76,17.84,148.8,0.655,"list(c(-109.341878658919, -109.341877058159, -109.341868045035, -109.34186812753, -109.341891032408, -109.341889375418, -109.341878658919, 38.2654777508241, 38.2654858595232, 38.2654853353897, 38.2654697117819, 38.2654688557746, 38.2654766861441, 38.2654777508241))",1996.95,NA,1.3
MOAB.00503,MOAB_007,MOAB,ARTR2,OK,1.56,50.48,32.3,3.94,1.19,1.28,11.94,19.6,182.1,0.654,"list(c(-109.341775866464, -109.341762431127, -109.341762897411, -109.341775426468, -109.341775866464, 38.2654839883381, 38.2654836196226, 38.2654759075515, 38.2654757984716, 38.2654839883381))",1997.46,NA,1
MOAB.00398,MOAB_007,MOAB,ARTR2,OK,1.62,49.77,30.7,4.24,1.3,1.34,12.91,18.08,159.1,0.642,"list(c(-109.34176461685, -109.341732020804, -109.34173248709, -109.34176514265, -109.34176461685, 38.2654303100798, 38.2654292897052, 38.2654215776336, 38.2654208885957, 38.2654303100798))",1997.46,NA,0.8
JORN.02700,JORN_007,JORN,PRGL2,OK,2.98,49.61,16.6,6.21,0.93,2.13,15.54,19.41,154.3,0.568,"list(c(-106.856824068698, -106.856825172587, -106.856808845923, -106.856796537159, -106.856788845323, -106.85680333175, -106.856824068698, 32.6079029365156, 32.6079198865451, 32.6079301312839, 32.607929021625, 32.607911005234, 32.6078932244656, 32.6079029365156))",1323.6,NA,NA
JORN.02699,JORN_007,JORN,PRGL2,OK,3.07,48.11,15.7,7.54,1.45,2.11,13.61,19.88,140.6,0.541,"list(c(-106.856802394011, -106.856783659459, -106.856782823701, -106.856800366741, -106.856802394011, 32.6079873453069, 32.6079862547802, 32.6079758801516, 32.6079737766261, 32.6079873453069))",1323.6,1.5,1.6
JORN.02697,JORN_006,JORN,PRGL2,OK,2.4,48.09,20.1,3.39,0.73,1.16,14.59,15.22,162.6,0.583,"list(c(-106.824570998298, -106.824551101743, -106.824532546845, -106.824532362525, -106.824558683262, -106.824570998298, 32.5905718507513, 32.590572508144, 32.5905581989864, 32.5905521660584, 32.5905514912174, 32.5905718507513))",1323.51,NA,0.7
JORN.02697,JORN_006,JORN,PRGL2,OK,2.32,47.82,20.6,3.39,0.73,1.16,14.59,15.22,162.6,0.583,"list(c(-106.824570998298, -106.824551101743, -106.824532546845, -106.824532362525, -106.824558683262, -106.824570998298, 32.5905718507513, 32.590572508144, 32.5905581989864, 32.5905521660584, 32.5905514912174, 32.5905718507513))",1323.51,NA,0.7
JORN.02696,JORN_006,JORN,PRGL2,OK,2.89,47.64,16.5,5.08,1.08,1.53,11.37,33.62,150.3,0.546,"list(c(-106.824488395625, -106.824478052985, -106.824460814033, -106.824449711475, -106.824461382925, -106.824467564624, -106.824488395625, 32.590582995629, 32.5905998569829, 32.5905991797891, 32.5905869620812, 32.5905694334432, 32.5905677876295, 32.590582995629))",1323.51,NA,NA
JORN.02598,JORN_004,JORN,PRGL2,Other damage,2.75,48.59,17.7,4.04,0.92,1.05,12.62,17.69,144.9,0.501,"list(c(-106.86081636581, -106.860819424069, -106.860800927998, -106.860795860578, -106.860802724621, -106.86081636581, 32.6303928807308, 32.6304085561728, 32.6304090944328, 32.6303990956382, 32.6303924391733, 32.6303928807308))",1332.38,NA,1
JORN.02599,JORN_004,JORN,PRGL2,Other damage,2.28,48.23,21.2,4.27,0.81,1.49,14.49,17.44,140.5,0.572,"list(c(-106.860695146305, -106.860679470839, -106.860683408042, -106.860694771497, -106.860695146305, 32.630308488015, 32.63030877647, 32.6302968804892, 32.6302964240281, 32.630308488015))",1332.38,NA,0.7
JORN.02695,JORN_006,JORN,PRGL2,OK,2.7,48.58,18,5.02,1.19,1.48,13.8,17.64,157,0.55,"list(c(-106.824405518015, -106.82440753876, -106.824390623132, -106.824386106437, -106.824405518015, 32.5905683181247, 32.5905818878514, 32.590583381804, 32.5905722322251, 32.5905683181247))",1323.51,NA,0.9
JORN.02694,JORN_003,JORN,PRGL2,OK,3.09,48.52,15.7,7.15,1.32,2.14,13.32,17.98,140,0.557,"list(c(-106.838103567552, -106.838087897845, -106.838087331248, -106.838097881181, -106.838103567552, 32.6005534608089, 32.6005537464221, 32.6005499470736, 32.6005440650035, 32.6005534608089))",1321.33,NA,1
JORN.02693,JORN_003,JORN,PRGL2,OK,3.11,48.48,15.6,4.33,0.9,1.45,11.77,15.23,175.5,0.558,"list(c(-106.838104585398, -106.83808726303, -106.838087630781, -106.838100862035, -106.838104585398, 32.6006848018369, 32.6006835838075, 32.6006621043929, 32.6006598346982, 32.6006848018369))",1321.33,NA,1
JORN.02692,JORN_003,JORN,YUEL,OK,1.66,46.87,28.2,2.9,0.7,0.82,10.82,32.85,542.4,0.438,"list(c(-106.838150674224, -106.838134923563, -106.83813485281, -106.838148326878, -106.838150674224, 32.6006059376387, 32.6006056804939, 32.6005908388921, 32.6005901974837, 32.6006059376387))",1321.33,NA,NA
JORN.02600,JORN_004,JORN,PRGL2,Other damage,2.63,46.94,17.9,3.61,0.7,1.3,11.89,16.86,191.3,0.535,"list(c(-106.860741803653, -106.860705978442, -106.86072165967, -106.860741803653, 32.6302812614728, 32.6302805850152, 32.6302659993778, 32.6302812614728))",1332.38,NA,0.8
JORN.02691,JORN_010,JORN,PRGL2,OK,2.48,48,19.4,5.17,1.15,1.29,11.51,15.47,136.5,0.523,"list(c(-106.847889516975, -106.847879002879, -106.84787886996, -106.847889691412, -106.847889516975, 32.6283171173667, 32.6283171137584, 32.6283081002723, 32.6283074542623, 32.6283171173667))",1331.86,NA,0.6
JORN.02690,JORN_010,JORN,PRGL2,OK,3.26,49.45,15.2,8.58,2,1.92,14.1,21.9,111.4,0.494,"list(c(-106.84797588142, -106.847965197567, -106.847965192888, -106.847956321036, -106.84795694511, -106.847975977838, -106.84797588142, 32.6283782564387, 32.6283798239295, 32.6283879159404, 32.6283880782854, 32.6283705950268, 32.6283707787432, 32.6283782564387))",1331.86,NA,0.5
JORN.02689,JORN_010,JORN,PRGL2,OK,2.47,49.66,20.1,4.13,0.91,1.31,13.53,18.37,157.1,0.576,"list(c(-106.847985194161, -106.847965500861, -106.847964753218, -106.847975129707, -106.847974996776, -106.847985065907, -106.847985194161, 32.6283323064435, 32.6283331148075, 32.6283254005588, 32.6283244826863, 32.6283154692005, 32.6283152009456, 32.6283323064435))",1331.86,NA,0.6
JORN.02687,JORN_009,JORN,YUEL,OK,1.4,46.94,33.5,3.2,0.83,0.88,8.44,34.25,531.3,0.499,"list(c(-106.837627624947, -106.837609595475, -106.837609953116, -106.837619661065, -106.837627624947, 32.6115382345746, 32.6115370788646, 32.6115298986883, 32.6115279407639, 32.6115382345746))",1326.52,NA,NA
JORN.02688,JORN_009,JORN,PRGL2,OK,3.39,49.11,14.5,8.11,1.73,2,13.29,17.35,139.6,0.512,"list(c(-106.837679053615, -106.837666583129, -106.837668731931, -106.83768215025, -106.837679053615, 32.6113945664047, 32.6113923694187, 32.6113828313473, 32.6113865942164, 32.6113945664047))",1326.52,NA,1.1
JORN.00038,JORN_008,JORN,ATCA2,OK,3.02,45.44,15.1,3.44,0.71,1.03,6.63,11.77,125.2,0.394,"list(c(-106.797404710182, -106.797387794097, -106.797387570381, -106.797404567092, -106.797404710182, 32.5938920439567, 32.593893534109, 32.5938776073886, 32.5938766600105, 32.5938920439567))",1319.95,2,1.5
JORN.02686,JORN_009,JORN,PRGL2,OK,3.14,49.5,15.8,7.53,1.48,2.11,13.48,17.28,145.2,0.503,"list(c(-106.837740161, -106.837733215629, -106.837715243569, -106.837717287857, -106.837734831605, -106.837740161, 32.6114403044234, 32.6114464172718, 32.611440857387, 32.6114258296579, 32.6114237289491, 32.6114403044234))",1326.52,NA,NA
JORN.02594,JORN_008,JORN,ATCA2,OK,3.44,43.71,12.7,2.53,0.47,0.78,6.73,9.74,133.1,0.378,"list(c(-106.797288838655, -106.797270351628, -106.797269142214, -106.797287387355, -106.797288838655, 32.5939291950882, 32.5939297238539, 32.5939215822408, 32.5939194251526, 32.5939291950882))",1319.76,NA,1.5
JORN.02593,JORN_008,JORN,PRGL2,OK,3.25,48.53,14.9,5.26,0.99,1.68,12.54,14.65,141.2,0.534,"list(c(-106.797449367454, -106.797448805716, -106.7974209139, -106.797419985339, -106.797449367454, 32.5939667424299, 32.5939821884622, 32.5939818960976, 32.593966031471, 32.5939667424299))",1319.76,NA,NA
JORN.02684,JORN_002,JORN,PRGL2,OK,2.67,48.25,18.1,5.75,1.09,1.67,10.3,16.28,168,0.539,"list(c(-106.826208794958, -106.826202255351, -106.826213570396, -106.826235632172, -106.826230464954, -106.826208794958, 32.6113185199407, 32.6112938032844, 32.6112834563078, 32.6112925056353, 32.6113105578264, 32.6113185199407))",1327.96,NA,NA
JORN.02683,JORN_002,JORN,PRGL2,OK,2.87,47.92,16.7,6.49,1.19,1.88,9.94,14.81,163.2,0.5,"list(c(-106.826096492902, -106.826077516417, -106.826076465217, -106.826091085393, -106.826102168097, -106.826096492902, 32.6113509812119, 32.6113482578896, 32.6113412023756, 32.611333862798, 32.6113411322575, 32.6113509812119))",1327.96,NA,NA
JORN.02682,JORN_001,JORN,ATCA2,OK,2.35,43.32,18.5,2.98,0.5,0.91,6.97,9.79,146.8,0.462,"list(c(-106.802091762021, -106.802081591499, -106.80207748101, -106.802091677457, -106.802104446798, -106.802104892453, -106.802091762021, 32.6049014470712, 32.6049050924967, 32.6048966570367, 32.6048816598107, 32.6048810845111, 32.6048936918645, 32.6049014470712))",1322.91,NA,1.5
JORN.02682,JORN_001,JORN,ATCA2,OK,2.3,43.45,18.9,2.98,0.5,0.91,6.97,9.79,146.8,0.462,"list(c(-106.802091762021, -106.802081591499, -106.80207748101, -106.802091677457, -106.802104446798, -106.802104892453, -106.802091762021, 32.6049014470712, 32.6049050924967, 32.6048966570367, 32.6048816598107, 32.6048810845111, 32.6048936918645, 32.6049014470712))",1322.91,NA,1.5
JORN.02681,JORN_001,JORN,PRGL2,OK,3.05,48.77,16,8.09,1.47,2.43,11.51,17.06,154.3,0.523,"list(c(-106.802057297431, -106.802046018614, -106.802044727834, -106.802056630901, -106.802057297431, 32.6048857888583, 32.6048867826712, 32.6048780987565, 32.6048765000858, 32.6048857888583))",1322.91,NA,1.1
JORN.02596,JORN_005,JORN,PRGL2,OK,2.94,48.31,16.4,6.22,1.38,1.71,13.11,19.56,110.6,0.484,"list(c(-106.80337068201, -106.803347185182, -106.803344926791, -106.803369208963, -106.80337068201, 32.5756326651572, 32.5756330869758, 32.5756178878444, 32.5756179467221, 32.5756326651572))",1323.51,NA,NA
JORN.02957,JORN_005,JORN,YUEL,OK,1.8,48.07,26.7,2.93,0.73,0.94,7.63,34.35,510,0.451,"list(c(-106.80339449288, -106.80337302943, -106.803374133183, -106.803393945268, -106.80339449288, 32.5757784989543, 32.5757781915606, 32.5757615961327, 32.5757603993093, 32.5757784989543))",1323.51,NA,0.5
JORN.00027,JORN_001,JORN,ATCA2,OK,2.74,43.08,15.7,3.36,0.71,0.88,6.15,9.18,123.7,0.408,"list(c(-106.801970912372, -106.801956894504, -106.801947768862, -106.801949620492, -106.801960878191, -106.801970547413, -106.801970912372, 32.6049868754985, 32.6049886604987, 32.6049801170809, 32.604973355695, 32.6049674150772, 32.6049748108924, 32.6049868754985))",1323.31,6,1.1
SJER.00155,SJER_047,SJER,PISA2,OK,1.59,51.07,32.1,17.66,4.8,4.63,14.47,15.85,217.7,0.5,"list(c(-119.734809668013, -119.734818361428, -119.734822087177, -119.734817947456, -119.734808840068, -119.734798076792, -119.734789383377, -119.734782759823, -119.734771168602, -119.734767442853, -119.734765786964, -119.734769512714, -119.734776136268, -119.73478234585, -119.734796420904, -119.734802630486, -119.734807598152, -119.734809668013, 37.1016900311016, 37.1016949987674, 37.1017028642384, 37.1017119716258, 37.1017144554588, 37.1017127995702, 37.1017132135423, 37.1017140414866, 37.1017086598486, 
37.1017016223219, 37.1016966546561, 37.1016921009623, 37.1016838215192, 37.1016792678255, 37.1016800957698, 37.1016829935749, 37.1016871332965, 37.1016900311016))",375.96,65,NA
SJER.00291,SJER_047,SJER,QUWI2,OK,2.6,47.94,18.4,12.57,3.07,4.3,7.57,8.13,93.3,0.39,"list(c(-119.7347266265, -119.734737442901, -119.734743135744, -119.734741427892, -119.734737442901, -119.734725487931, -119.734718087235, -119.734707270834, -119.734701577991, -119.734697593001, -119.734701008706, -119.734703285844, -119.734705562981, -119.734704424412, -119.734714102245, -119.734720933657, -119.7347266265, 37.1014762735409, 37.1014791199623, 37.1014876592268, 37.1014979063441, 37.1015018913342, 37.1015087227458, 37.1015127077358, 37.1015104305987, 37.1015041684714, 37.1015001834813, 
37.1014944906384, 37.1014865206582, 37.1014802585309, 37.1014768428252, 37.1014728578351, 37.1014700114136, 37.1014762735409))",380.58,10,5
SJER.04422,SJER_005,SJER,CECU,OK,2.08,49.55,23.9,7.21,1.98,2.03,7.97,8.03,164.4,0.443,"list(c(-119.748533773035, -119.748524088294, -119.748521734646, -119.748529862508, -119.748533773035, 37.1234451723678, 37.1234457155558, 37.1234415416664, 37.1234354510776, 37.1234451723678))",498.17,NA,1.3
SJER.04422,SJER_005,SJER,CECU,OK,2.08,49.55,23.9,7.21,1.98,2.03,7.97,8.03,164.4,0.443,"list(c(-119.748538470834, -119.74851838874, -119.748518771546, -119.748538141025, -119.748538470834, 37.1234522940728, 37.1234525899022, 37.1234368653191, 37.1234357789432, 37.1234522940728))",498.17,NA,1.3
SJER.04051,SJER_006,SJER,FRCAC7,OK,2.08,45.61,21.9,10.93,2.62,4.45,6.09,8.99,176.4,0.434,"list(c(-119.749149347592, -119.749135908125, -119.74911152048, -119.74910057231, -119.749104301205, -119.749119746281, -119.749139167436, -119.749149347592, 37.10296469366, 37.1029751334399, 37.1029789807639, 37.1029723883085, 37.1029588133483, 37.1029467787939, 37.102953049159, 37.10296469366))",426.08,2.5,NA
SJER.04904,SJER_012,SJER,QUDO,OK,4.17,47.97,11.5,7.16,2.02,2.76,4.86,9.53,65.4,0.328,"list(c(-119.717064813515, -119.717030483048, -119.716994057561, -119.71699226732, -119.717011806264, -119.717081936095, -119.717138669357, -119.71715612978, -119.717125237088, -119.717064813515, 37.083670369093, 37.083665591956, 37.0836501472229, 37.0836259178781, 37.0835941075364, 37.0835837481945, 37.0836175828427, 37.0836328096132, 37.0836568720922, 37.083670369093))",319.37,NA,NA
SJER.00241,SJER_048,SJER,CELE2,OK,2.26,50,22.1,12.64,3.11,3.93,5.6,6.44,121.4,0.485,"list(c(-119.735101130123, -119.735110233504, -119.735121157561, -119.735126619589, -119.735126619589, -119.735124798913, -119.735118426546, -119.735108412828, -119.735101130123, -119.735093847419, -119.735087475052, -119.735084744038, -119.735086564714, -119.73508838539, -119.735092937081, -119.735101130123, 37.110068205598, 37.1100700262742, 37.1100727572884, 37.110080950331, 37.1100909640498, 37.1101027984447, 37.1101082604731, 37.1101137225015, 37.1101128121634, 37.1101091708111, 37.1101055294589, 
37.1100900537117, 37.1100845916833, 37.1100763986407, 37.1100736676264, 37.110068205598))",385.5,NA,0.3
SJER.04940,SJER_003,SJER,QUDO,OK,4.45,47.6,10.7,10.88,3.1,3.93,5.79,5.11,64.3,0.469,"list(c(-119.730454366978, -119.730427949344, -119.730429300629, -119.730415970401, -119.73040361586, -119.730409318852, -119.730426267916, -119.730448952264, -119.730454366978, 37.1167146015279, 37.1167175874447, 37.1167093600793, 37.1167081127655, 37.1167023899984, 37.1166823175751, 37.1166816758244, 37.1166922635944, 37.1167146015279))",439.01,18.6,5.7
SJER.04990,SJER_026,SJER,CECU,OK,1.68,50.06,29.9,10.06,2.76,2.71,2.77,8.63,169.6,0.429,"list(c(-119.729098082088, -119.729092736926, -119.729085788217, -119.729079374023, -119.729076701442, -119.729077235958, -119.729085788217, -119.729091667894, -119.729093271442, -119.729093271442, -119.729095409507, -119.729098082088, 37.1012320876689, 37.1012368983141, 37.1012347602496, 37.1012288805721, 37.1012240699269, 37.1012176557332, 37.1012133796041, 37.1012144486364, 37.1012203283139, 37.1012267425075, 37.1012294150882, 37.1012320876689))",379.3,3.8,3.9
SJER.04192,SJER_008,SJER,PISA2,OK,1.34,51.26,38.2,9.27,3.1,2.41,13.8,14.03,288.1,0.601,"list(c(-119.717567377222, -119.717548800179, -119.717533528609, -119.717528907165, -119.717563347427, -119.717587621076, -119.717604988449, -119.717571694831, -119.717567377222, 37.1073779741875, 37.1073764566024, 37.1073577607563, 37.1073328224259, 37.1073234620614, 37.1073313055025, 37.1073606681615, 37.1073612249138, 37.1073779741875))",402,6.7,4.7
SJER.04192,SJER_008,SJER,PISA2,OK,1.35,51.29,38,9.27,3.1,2.41,13.8,14.03,288.1,0.601,"list(c(-119.717567377222, -119.717548800179, -119.717533528609, -119.717528907165, -119.717563347427, -119.717587621076, -119.717604988449, -119.717571694831, -119.717567377222, 37.1073779741875, 37.1073764566024, 37.1073577607563, 37.1073328224259, 37.1073234620614, 37.1073313055025, 37.1073606681615, 37.1073612249138, 37.1073779741875))",402,6.7,4.7
SJER.04193,SJER_008,SJER,QUWI2,OK,1.88,48.31,25.7,9.18,2.61,2.98,7.28,15.46,99.3,0.487,"list(c(-119.71753666099, -119.717512682644, -119.717481306025, -119.717466634587, -119.717474830557, -119.717514349511, -119.717536240517, -119.71753666099, 37.107510655846, 37.1075156496937, 37.1075023511274, 37.107482931785, 37.1074722266459, 37.1074674634388, 37.1074806530708, 37.107510655846))",402,4.3,3.6
SOAP.08295,SOAP_002,SOAP,CADE27,Physically damaged,1.01,48.08,47.5,2.39,0.64,0.67,13.94,16.84,207.4,0.461,"list(c(-119.281833815396, -119.281818912435, -119.281795937231, -119.281782242157, -119.281777604193, -119.281786263572, -119.281819484858, -119.281833396649, -119.281833815396, 37.0306123955266, 37.0306236522273, 37.0306216430537, 37.0306314568922, 37.0306279973405, 37.030620926135, 37.0305861514527, 37.0305940781472, 37.0306123955266))",1292.95,NA,NA
SOAP.08299,SOAP_002,SOAP,CADE27,OK,1.01,47.85,47.4,6.58,2.09,1.65,11.22,13.25,210,0.493,"list(c(-119.281767450468, -119.281772303057, -119.28179002589, -119.281789611355, -119.281816616432, -119.281861788316, -119.281839027681, -119.281825326268, -119.281790842358, -119.281783996904, -119.281780177495, -119.281772319856, -119.281772536572, -119.28175742104, -119.281740487364, -119.281734016555, -119.281767450468, 37.03077266725, 37.0307914153769, 37.0307784266547, 37.0307650131919, 37.0307662994332, 37.0308023377774, 37.0308156171869, 37.0308180751602, 37.0307905418461, 37.0307979007193, 
37.0308090083153, 37.0308110310209, 37.0308287715511, 37.0308271916214, 37.0308204201091, 37.0307946052876, 37.03077266725))",1292.95,NA,NA
SOAP.08296Z,SOAP_043,SOAP,ARVIM,OK,0.66,50.02,75.9,6.05,1.91,1.62,23.05,20.02,191.5,0.477,"list(c(-119.268783157189, -119.268761090051, -119.268760972797, -119.268782233088, -119.268783157189, 37.0344305020885, 37.034431086521, 37.0344062790825, 37.0344046132034, 37.0344305020885))",1247.97,NA,NA
SOAP.02609,SOAP_043,SOAP,PIPO,OK,1.29,49.35,38.4,NA,NA,NA,18.53,23.91,341.3,0.52,"list(c(-119.268737498012, -119.268706849517, -119.268711469102, -119.268725363665, -119.268760030864, -119.268771323357, -119.268784231164, -119.268787263133, -119.2687564339, -119.268737498012, 37.0345631366627, 37.0345392049922, 37.0345156940133, 37.0344991028946, 37.0345051487364, 37.0345153851862, 37.0345302364286, 37.0345437929683, 37.0345511591705, 37.0345631366627))",1249.3,14,NA
SOAP.08298,SOAP_044,SOAP,ARVIM,OK,0.89,49.75,56,2.09,0.61,0.66,21.44,18.18,165.5,0.464,"list(c(-119.269234171908, -119.269255174915, -119.269247271874, -119.269219290234, -119.269194634317, -119.269205263384, -119.269234171908, 37.0315128381642, 37.0315285086487, 37.0315391809222, 37.0315516020699, 37.0315328843922, 37.0315041382664, 37.0315128381642))",1242.33,NA,NA
SOAP.08298,SOAP_044,SOAP,ARVIM,OK,0.89,49.75,56,6.17,2.05,1.69,21.44,18.18,165.5,0.464,"list(c(-119.269234171908, -119.269255174915, -119.269247271874, -119.269219290234, -119.269194634317, -119.269205263384, -119.269234171908, 37.0315128381642, 37.0315285086487, 37.0315391809222, 37.0315516020699, 37.0315328843922, 37.0315041382664, 37.0315128381642))",1242.33,NA,NA
SOAP.02811,SOAP_044,SOAP,QUKE,OK,1.93,48.03,24.9,7.22,1.73,1.9,11.42,19.1,86.1,0.501,"list(c(-119.269322302087, -119.269353324399, -119.269363066321, -119.269369170296, -119.26939534784, -119.269377415535, -119.269343964559, -119.269301076454, -119.269279443898, -119.269280345927, -119.26929797095, -119.269322302087, 37.0313656114992, 37.03135079407, 37.0313601537901, 37.0313886764173, 37.0314080467801, 37.0314344002405, 37.0314570573675, 37.0314712256423, 37.031424199952, 37.0314083041805, 37.0313773781708, 37.0313656114992))",1242.68,26.4,NA
SOAP.00302,SOAP_044,SOAP,QUCH2,OK,1.16,48.97,42.4,7.38,2.52,1.97,16.38,24.37,186.2,0.632,"list(c(-119.269299088746, -119.269287135144, -119.269286159543, -119.269287137139, -119.269290065937, -119.26929446113, -119.26929495392, -119.26929300671, -119.269287643898, -119.269284961494, -119.269278134282, -119.269270573871, -119.269263740673, -119.269259591875, -119.269257636684, -119.269257143898, -119.269255675511, -119.269257865128, -119.269262009935, -119.269268837145, -119.269272737553, -119.269276882359, -119.269282978365, -119.269291756773, -119.269299317176, -119.269304683976, -119.269311517171, 
-119.269310547561, -119.269306160353, -119.269299088746, 37.0315785210484, 37.0315769539278, 37.0315771288458, 37.0315799218218, 37.0315823649616, 37.031588997565, 37.0315963298408, 37.0316026154648, 37.0316080293551, 37.0316092523532, 37.0316134446732, 37.0316155422609, 37.0316108308986, 37.0316078644322, 37.0316022784802, 37.0315949462043, 37.0315877888462, 37.0315792335726, 37.0315762642512, 37.0315720719317, 37.0315684043659, 37.0315654350439, 37.0315621158857, 37.0315575737289, 37.0315554761398, 
37.0315559980369, 37.0315607093975, 37.031569787998, 37.0315750269711, 37.0315785210484))",1242.46,20.2,NA
SOAP.00302,SOAP_044,SOAP,QUCH2,OK,1.16,48.97,42.4,7.38,2.52,1.97,18.69,26.48,186.2,0.632,"list(c(-119.269299088746, -119.269287135144, -119.269286159543, -119.269287137139, -119.269290065937, -119.26929446113, -119.26929495392, -119.26929300671, -119.269287643898, -119.269284961494, -119.269278134282, -119.269270573871, -119.269263740673, -119.269259591875, -119.269257636684, -119.269257143898, -119.269255675511, -119.269257865128, -119.269262009935, -119.269268837145, -119.269272737553, -119.269276882359, -119.269282978365, -119.269291756773, -119.269299317176, -119.269304683976, -119.269311517171, 
-119.269310547561, -119.269306160353, -119.269299088746, 37.0315785210484, 37.0315769539278, 37.0315771288458, 37.0315799218218, 37.0315823649616, 37.031588997565, 37.0315963298408, 37.0316026154648, 37.0316080293551, 37.0316092523532, 37.0316134446732, 37.0316155422609, 37.0316108308986, 37.0316078644322, 37.0316022784802, 37.0315949462043, 37.0315877888462, 37.0315792335726, 37.0315762642512, 37.0315720719317, 37.0315684043659, 37.0315654350439, 37.0315621158857, 37.0315575737289, 37.0315554761398, 
37.0315559980369, 37.0315607093975, 37.031569787998, 37.0315750269711, 37.0315785210484))",1242.46,20.2,NA
SOAP.03860,SOAP_045,SOAP,QUKE,OK,2.75,48.89,17.8,10.94,2.51,2.82,10.37,16.4,79.4,0.531,"list(c(-119.25776637152, -119.257765670018, -119.25775528014, -119.257726917952, -119.257692396599, -119.257688131238, -119.257708687286, -119.257741781053, -119.25776637152, 37.0329354034515, 37.032950629684, 37.0329726255437, 37.0329805842222, 37.0329623218335, 37.0329415139919, 37.0329227299127, 37.0329225522248, 37.0329354034515))",1169.16,20,NA
SOAP.03857,SOAP_045,SOAP,CADE27,OK,0.7,48.69,69.5,4.96,1.43,1.41,12.05,11.97,441.9,0.572,"list(c(-119.257756609814, -119.257750027613, -119.257737832883, -119.257729782005, -119.257722705277, -119.257722456526, -119.257728792957, -119.257733915427, -119.257740990664, -119.257742700639, -119.257746360398, -119.25775026444, -119.257756609814, 37.0329068637476, 37.032914721521, 37.0329183908288, 37.0329161233654, 37.0329107132193, 37.0329011114083, 37.0328895875288, 37.0328894116318, 37.0328918539256, 37.032896741713, 37.0328983119874, 37.0329005805169, 37.0329068637476))",1169.16,24.3,NA
