individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
UKFS.03405,UKFS_008,UKFS,CAOV2,OK,2.57,46.19,17.9,11.74,3.9,2.6,17.86,27.26,40.5,0.394,"list(c(-95.1899642373103, -95.1899701021814, -95.1899440060233, -95.1899198065257, -95.1898929598217, -95.1898823660752, -95.189920464338, -95.1899463652047, -95.1899642373103, 39.0336975952147, 39.0337097062575, 39.0337287074385, 39.0337402241751, 39.03372257545, 39.0337037736127, 39.0336869255854, 39.0336837474275, 39.0336975952147))",280.15,7.9,4.1
UKFS.03595,UKFS_010,UKFS,JUNI,OK,2.34,47.37,20.3,6.41,1.84,1.73,13.29,13.94,53.3,0.374,"list(c(-95.1859222680734, -95.1859167074342, -95.1859138896829, -95.1859176520585, -95.1859181454257, -95.1859132044811, -95.1859120773802, -95.1859087475449, -95.185904351434, -95.1859032009377, -95.1859031494691, -95.1858971235311, -95.1858878472983, -95.1858753301298, -95.1858715537177, -95.1858710416367, -95.185869994079, -95.1858672886209, -95.1858640476864, -95.1858608301481, -95.1858625348406, -95.1858647843676, -95.1858670526109, -95.1858709085664, -95.1858780382086, -95.1858879060604, -95.1858939881426, 
-95.185898398288, -95.1859027803591, -95.1859115117483, -95.1859180076528, -95.185920685037, -95.1859222680734, 39.052712184723, 39.0527212031798, 39.0527287293556, 39.0527329003285, 39.0527370518698, 39.05274003967, 39.0527430501402, 39.0527479332481, 39.0527509242865, 39.0527558203487, 39.0527599686513, 39.0527625728552, 39.0527636491529, 39.0527624433071, 39.0527594036885, 39.0527567606208, 39.0527533600775, 39.0527518354099, 39.0527495532667, 39.0527453855313, 39.0527397384713, 39.0527340946501, 
39.052726942355, 39.0527235709604, 39.0527198418798, 39.052714997637, 39.0527078680121, 39.0527037456185, 39.0527018859355, 39.052700806398, 39.0527042393271, 39.0527080267044, 39.052712184723))",315.6,20.5,19.8
UKFS.03404,UKFS_008,UKFS,CEOC,OK,3.52,42.36,12,13.14,4.1,3.02,10.71,19.75,37.8,0.361,"list(c(-95.189865488794, -95.1898682657479, -95.1898693580332, -95.1898652455073, -95.1898577424504, -95.1898471768052, -95.1898350666431, -95.1898206238297, -95.1898182832468, -95.1898360028492, -95.1898494565131, -95.189865488794, 39.0336723883947, 39.0336730476148, 39.0336848385308, 39.0336920991307, 39.033698268354, 39.0337018483012, 39.0337052048454, 39.0336969773954, 39.0336860361434, 39.0336794988523, 39.0336675797466, 39.0336723883947))",280.15,21.6,12.6
UKFS.03591,UKFS_001,UKFS,ULAM,OK,2.59,44.75,17.3,7.87,2.46,1.5,8.66,16.77,56,0.386,"list(c(-95.1970345789654, -95.1970384299502, -95.1970432477411, -95.1970480574113, -95.1970576199096, -95.197068108614, -95.1970747788157, -95.1970670037655, -95.1970554508098, -95.1970487481265, -95.1970420616842, -95.1970363501693, -95.1970316054616, -95.197029728692, -95.1970345789654, 39.0376704361028, 39.0376691311126, 39.0376671680051, 39.0376658686368, 39.037667916075, 39.0376726240918, 39.0376759821417, 39.0376845657779, 39.0376884807503, 39.0376877776568, 39.0376857470844, 39.037682394655, 
39.0376783841083, 39.0376750541673, 39.0376704361028))",312.78,20.1,13.7
UKFS.03592,UKFS_001,UKFS,CAOV2,OK,2.32,45.94,19.8,8.28,2.48,2.32,11.76,18.62,57.7,0.44,"list(c(-95.1970175089425, -95.1970185244714, -95.1970214167662, -95.1970262264298, -95.1970491780155, -95.1970558076051, -95.1970615353525, -95.1970729583681, -95.1970824721363, -95.1970852751114, -95.1970842433468, -95.1970784181563, -95.1970812292518, -95.1970879400484, -95.1970985099452, -95.1971052694601, -95.1971099573297, -95.197111777264, -95.1971027918256, -95.1970864129675, -95.1970701234273, -95.1970538338876, -95.1970423540183, -95.1970299317049, -95.1970194511262, -95.1970070856608, -95.1970014309969, 
-95.1970005535195, -95.196995906268, -95.1969951018791, -95.1969971004576, -95.1970010001637, -95.1970106519777, -95.1970193532262, -95.1970175089425, 39.0375767420284, 39.0375721014748, 39.0375707908626, 39.0375694914949, 39.0375742726019, 39.0375809493503, 39.0375829743004, 39.0375896791576, 39.0375957090308, 39.0376016995508, 39.0376076675836, 39.0376136075072, 39.0376189342878, 39.0376189736404, 39.0376170442614, 39.0376131011768, 39.037621757897, 39.0376297340128, 39.0376588879501, 39.0376654297742, 
39.0376646704636, 39.0376639111509, 39.0376618524683, 39.0376584606837, 39.0376530889245, 39.0376450509624, 39.0376370523559, 39.0376304093398, 39.0376184339191, 39.0376058172483, 39.0375991910992, 39.0375939036736, 39.0375886499818, 39.0375827269277, 39.0375767420284))",312.78,41.1,18.3
UKFS.03593,UKFS_001,UKFS,JUNI,OK,2.89,48.48,16.8,6.96,2.06,1.92,11.14,11.84,57.2,0.349,"list(c(-95.1969796573456, -95.1969891629879, -95.1969890330531, -95.196991852263, -95.1969965888444, -95.1969984250072, -95.1969935016449, -95.1969847597793, -95.1969741736288, -95.1969645461632, -95.1969501577517, -95.1969358180688, -95.1969195691371, -95.1969071711943, -95.1968976493109, -95.1968843332962, -95.196872008459, -95.196863510245, -95.1968607235336, -95.1968636645667, -95.1968704890722, -95.1968820176579, -95.1968868192047, -95.1968964629071, -95.1969070246843, -95.1969147266498, -95.1969138329384, 
-95.1969158558895, -95.1969149296915, -95.1969092425579, -95.1969025967407, -95.1968997775402, -95.1968960240213, -95.1968951221901, -95.1969038234438, -95.1969134427715, -95.1969182605567, -95.1969278798832, -95.1969383929216, -95.1969422357791, -95.1969508476928, -95.1969537156237, -95.1969594514856, -95.1969641961791, -95.1969660485782, -95.196967860372, -95.1969668285974, -95.1969600122306, -95.1969580298916, -95.1969560394311, -95.196951205401, -95.1969473544192, -95.1969511404306, -95.1969578106183, 
-95.1969596792608, -95.196952822283, -95.196947972008, -95.1969450553455, -95.1969440398106, -95.1969468671385, -95.1969516768079, -95.1969565595685, -95.196965252705, -95.1969691442935, -95.1969748882831, -95.1969796573456, 39.0376143559007, 39.0376210495195, 39.0376316693495, 39.0376363323924, 39.0376410066801, 39.0376476553185, 39.037658247036, 39.0376674887846, 39.0376707456334, 39.037674008104, 39.0376745875031, 39.0376711844645, 39.0376671064393, 39.0376617234256, 39.0376563572802, 39.0376476499446, 
39.0376362932734, 39.0376256228338, 39.0376183048306, 39.0376130117857, 39.0376037587976, 39.0376018350585, 39.0376011994351, 39.0375966094908, 39.0375953438659, 39.0375927338924, 39.0375874183542, 39.0375788009879, 39.0375761404073, 39.0375707967539, 39.0375654474772, 39.037560784432, 39.0375541245453, 39.0375494727462, 39.0375435496991, 39.0375409509716, 39.0375389878682, 39.0375363891397, 39.0375391059489, 39.0375384647007, 39.0375398427845, 39.0375405233921, 39.0375418846072, 39.0375458951572, 
39.037551216318, 39.0375598561758, 39.0375658242081, 39.037574413462, 39.037579712132, 39.0375856745413, 39.0375889651247, 39.0375902701126, 39.03759427504, 39.0375976330959, 39.0376016267776, 39.0376135347277, 39.0376181527897, 39.0376214546183, 39.0376260951711, 39.0376300944757, 39.0376287951106, 39.0376215220911, 39.0376162627801, 39.0376116390949, 39.0376123365698, 39.0376143559007))",312.78,60.4,20.5
GRSM.02305,GRSM_006,GRSM,ACRU,OK,1.5,47.2,32.4,4.12,1.84,0.82,7.91,8.74,84.5,0.508,"list(c(-83.6453197952423, -83.6453297888127, -83.6453643364036, -83.6453774451764, -83.6453950149248, -83.6454023169681, -83.6454015817888, -83.6453949339492, -83.6453769031501, -83.6453584299882, -83.6453414085111, -83.6453213777484, -83.6453058702668, -83.6453006304988, -83.6452986305459, -83.6453019326687, -83.6453124309053, -83.6453197952423, 35.6789516143387, 35.6789468400769, 35.6789434657171, 35.6789504561125, 35.6789616963748, 35.6789719516907, 35.6789833469959, 35.6789913086639, 35.6789972229188, 
35.6789983173085, 35.6789985954653, 35.6789938075196, 35.6789856315324, 35.6789784404958, 35.6789677383018, 35.6789565892347, 35.6789489969278, 35.6789516143387))",519.95,31.2,20.2
GRSM.02274,GRSM_006,GRSM,TSCA,OK,1.8,45.9,24.9,1.09,1.17,0.09,8.29,12.43,113.2,0.333,"list(c(-83.6453049544628, -83.6453091412913, -83.6453197890363, -83.6453243559153, -83.6453225054824, -83.6453134589362, -83.6453002878659, -83.6452916400702, -83.6452840016054, -83.6452814969919, -83.645287197817, -83.6452935092165, -83.6453049544628, 35.6788813957175, 35.6788798863765, 35.6788933291026, 35.6789042775356, 35.6789146103743, 35.6789213864527, 35.6789220339608, 35.6789192934295, 35.678910916804, 35.678903032655, 35.6788930691742, 35.678886986208, 35.6788813957175))",519.95,31.9,21
GRSM.02242,GRSM_006,GRSM,LITU,OK,1.6,46.7,28.4,NA,NA,NA,13.62,14.88,71.9,0.308,"list(c(-83.6454445477063, -83.6454375421743, -83.6454268976765, -83.6454130061876, -83.6453969816666, -83.6454045318221, -83.6454265304308, -83.6454435987592, -83.6454445477063, 35.6788431418372, 35.6788677787699, 35.6788692885775, 35.6788647923987, 35.6788480698532, 35.6788348741917, 35.6788230645187, 35.6788291308869, 35.6788431418372))",519.95,46.8,30
GRSM.03246,GRSM_002,GRSM,ACRU,OK,1.5,46.6,30.1,NA,NA,NA,8.85,10.85,71.3,0.463,"list(c(-83.5874710657036, -83.5874529042746, -83.5874358410342, -83.587432084973, -83.5874391984818, -83.5874519251229, -83.5874743112271, -83.5874710657036, 35.6704198257821, 35.6704294666236, 35.6704233917772, 35.6704154353687, 35.6704047295637, 35.6703964634226, 35.6704017856413, 35.6704198257821))",695.75,35.3,14.9
GRSM.03246,GRSM_002,GRSM,ACRU,OK,1.5,46.5,30,NA,NA,NA,8.85,10.85,71.3,0.463,"list(c(-83.5874710657036, -83.5874529042746, -83.5874358410342, -83.587432084973, -83.5874391984818, -83.5874519251229, -83.5874743112271, -83.5874710657036, 35.6704198257821, 35.6704294666236, 35.6704233917772, 35.6704154353687, 35.6704047295637, 35.6703964634226, 35.6704017856413, 35.6704198257821))",695.75,35.3,14.9
GRSM.03305,GRSM_002,GRSM,QUMO4,OK,2.2,47.5,21.9,5.14,1.19,1.24,10.21,16.05,69,0.446,"list(c(-83.5874271954815, -83.5874111813667, -83.5874011616201, -83.5873823986796, -83.5873762714437, -83.5873762959796, -83.5873784888075, -83.5873880399388, -83.5874201100595, -83.5874273319218, -83.5874271954815, 35.6705098933139, 35.6705172096943, 35.6705200410082, 35.6705138023145, 35.6705094145058, 35.6704948610498, 35.6704874780872, 35.6704776401229, 35.6704819972578, 35.6704947177843, 35.6705098933139))",695.75,26.3,16.9
GRSM.03282,GRSM_002,GRSM,OXYDE,OK,1.9,43.9,22.8,1.46,0.67,0.34,6.38,12.97,41.1,0.277,"list(c(-83.5873745962976, -83.5873648668153, -83.5873480938267, -83.5873304045698, -83.5873308312921, -83.587342977437, -83.5873684517077, -83.5873865221895, -83.587398731172, -83.5873772822718, -83.5873745962976, 35.670494697208, 35.6705007208083, 35.6704978382404, 35.6704904373127, 35.6704784540719, 35.6704638033641, 35.6704567660487, 35.6704572422403, 35.6704710763677, 35.6704797674408, 35.670494697208))",695.75,16.2,9.8
GRSM.02760,GRSM_010,GRSM,LITU,OK,2.3,44.3,19.5,3.59,1.71,0.85,11.26,14.29,52.5,0.294,"list(c(-83.5260428694524, -83.5260399819276, -83.5260331498253, -83.5260229771168, -83.5260109924964, -83.5259972903748, -83.5259909488809, -83.5259851169538, -83.5259826256289, -83.5259915149458, -83.5260092181255, -83.5260223917196, -83.526032753235, -83.526040038412, -83.5260428694524, 35.6699092745568, 35.6699252449474, 35.6699341419638, 35.6699398476773, 35.6699339071754, 35.669923020833, 35.6699147593571, 35.6699036795768, 35.6698957910996, 35.6698899610556, 35.6698859407766, 35.6698853052358, 
35.669893000274, 35.6699032649504, 35.6699092745568))",512.36,38.7,34.1
GRSM.02763,GRSM_010,GRSM,LITU,OK,2.2,44.6,20.2,4.74,1.1,1.38,10.98,13.93,47.9,0.292,"list(c(-83.526049116543, -83.5260414916552, -83.5260393400326, -83.5260428315275, -83.5260487199433, -83.5260581188135, -83.5260698391604, -83.5260774640472, -83.52608167289, -83.5260880143918, -83.5260959035511, -83.5260879579227, -83.526076237567, -83.5260705000376, -83.5260644228009, -83.5260593836552, -83.5260550239255, -83.526049116543, 35.6699108356544, 35.6699024498483, 35.6698926825027, 35.6698805941829, 35.6698696939628, 35.6698610456093, 35.6698612251661, 35.6698696109713, 35.6698824452859, 
35.6698907067579, 35.6699048535026, 35.6699126867554, 35.6699125072002, 35.6699081277996, 35.6699056272682, 35.6699118303144, 35.6699142756213, 35.6699108356544))",512.36,46.4,40.5
GRSM.02763,GRSM_010,GRSM,LITU,OK,2.2,44.3,20.4,4.74,1.1,1.38,10.98,13.93,47.9,0.292,"list(c(-83.526049116543, -83.5260414916552, -83.5260393400326, -83.5260428315275, -83.5260487199433, -83.5260581188135, -83.5260698391604, -83.5260774640472, -83.52608167289, -83.5260880143918, -83.5260959035511, -83.5260879579227, -83.526076237567, -83.5260705000376, -83.5260644228009, -83.5260593836552, -83.5260550239255, -83.526049116543, 35.6699108356544, 35.6699024498483, 35.6698926825027, 35.6698805941829, 35.6698696939628, 35.6698610456093, 35.6698612251661, 35.6698696109713, 35.6698824452859, 
35.6698907067579, 35.6699048535026, 35.6699126867554, 35.6699125072002, 35.6699081277996, 35.6699056272682, 35.6699118303144, 35.6699142756213, 35.6699108356544))",512.36,46.4,40.5
GRSM.02877,GRSM_025,GRSM,PIRU,OK,0.9,44.9,51.1,1.83,1.26,0.06,11.61,12.87,352.7,0.653,"list(c(-83.4755455917577, -83.4755124169625, -83.4755178972125, -83.4755365153706, -83.4755647570929, -83.4755700286228, -83.4755455917577, 35.5897970154047, 35.5897798524146, 35.589763921559, 35.5897613022524, 35.5897627865953, 35.5897765984365, 35.5897970154047))",1788.18,18.7,7
GRSM.02461,GRSM_001,GRSM,TSCA,Insect damaged,2.1,46.4,22.2,NA,NA,NA,11.27,16.2,84.9,0.333,"list(c(-83.5320386257209, -83.5320218500905, -83.5320082362993, -83.5320025471688, -83.5319986210016, -83.5320053449198, -83.5320202946638, -83.5320385454412, -83.5320497215968, -83.532058523037, -83.5320541109329, -83.5320508366564, -83.5320564495032, -83.5320578751347, -83.5320471126002, -83.5320386257209, 35.6845896687516, 35.6845867788395, 35.6845759666688, 35.6845595921689, 35.6845478189863, 35.6845345450188, 35.6845283968758, 35.6845326954954, 35.6845426387325, 35.6845561497763, 35.6845614191991, 
35.6845699635212, 35.6845724057373, 35.6845788732473, 35.6845809961003, 35.6845896687516))",461.04,27.9,24
GRSM.02867,GRSM_025,GRSM,BETUL,OK,3.8,44.9,11.9,4.49,1.96,0.77,7.27,4.85,40.3,0.299,"list(c(-83.4756114421834, -83.4755837052921, -83.4755734527369, -83.4755865201449, -83.4756057024126, -83.4756194523818, -83.4756302154583, -83.4756282975255, -83.4756122262715, -83.4756114421834, 35.5898483906383, 35.5898393564121, 35.5898244261482, 35.5898143003558, 35.5898085697057, 35.5898042096966, 35.5898210894505, 35.5898316679861, 35.5898345353839, 35.5898483906383))",1793.64,9.9,6.7
GRSM.02771,GRSM_025,GRSM,ABIES,OK,1.2,46.6,37.7,2.93,1.82,0.25,8.19,9.92,158.2,0.552,"list(c(-83.4756436680164, -83.4756442771202, -83.4756327472487, -83.4756231723658, -83.4756142789663, -83.4756076089181, -83.4756005981298, -83.4755966625445, -83.4755936682634, -83.4755910147243, -83.475595712712, -83.4756040864623, -83.4756141724489, -83.475626481785, -83.4756371683374, -83.4756407631861, -83.4756436680164, 35.5896937827122, 35.5897120115445, 35.5897252328415, 35.589720475057, 35.5897119584916, 35.5897055710671, 35.5897010630322, 35.5896939856636, 35.5896889125608, 35.5896819600678, 
35.5896776362204, 35.5896746266954, 35.5896765653967, 35.5896806332385, 35.5896864555938, 35.5896954123514, 35.5896937827122))",1788.18,12.6,9
GRSM.02463,GRSM_001,GRSM,BELE,OK,2.3,45.9,20.2,6.32,3.49,0.95,11.65,13.74,52.7,0.431,"list(c(-83.5321123450389, -83.5321008583238, -83.5320930461236, -83.5320885844952, -83.5320781097716, -83.5320664972177, -83.5320569715789, -83.5320486828324, -83.5320427192748, -83.5320444059444, -83.5320504056514, -83.5320624679769, -83.5320682427932, -83.532072443388, -83.532077368179, -83.5320804804754, -83.5320841054637, -83.5320922683807, -83.5320966938658, -83.5321002064101, -83.5321035435938, -83.5321090935199, -83.5321121562878, -83.532115956637, -83.5321202696798, -83.5321123450389, 35.6845119900629, 
35.6845229041112, 35.6845278443808, 35.6845381726088, 35.6845434880752, 35.6845455286411, 35.6845408087873, 35.6845292462251, 35.684519174658, 35.6845098436926, 35.684505360912, 35.6845008320898, 35.6844975934372, 35.684503063686, 35.684499742744, 35.6844968792886, 35.6844959643152, 35.6844986533966, 35.6845028795158, 35.6845025866063, 35.6844984790215, 35.6844964844959, 35.6844986798438, 35.6845015795449, 35.6845064277276, 35.6845119900629))",461.04,32.1,23.1
GRSM.02465,GRSM_001,GRSM,TSCA,Insect damaged,1.8,48.3,26.3,1.37,1.01,0.3,12.46,10.38,127.3,0.429,"list(c(-83.532159527984, -83.5321586587381, -83.5321608661784, -83.5321636780439, -83.5321741169518, -83.5321925225112, -83.5322009985718, -83.5322086256211, -83.5322077018277, -83.532198811377, -83.5321878630552, -83.5321796518133, -83.5321684386693, -83.5321612462457, -83.5321603022133, -83.532159527984, 35.6846366356933, 35.6846269932732, 35.6846147812157, 35.6846064509789, 35.6846065057082, 35.6846130666234, 35.6846167546423, 35.6846251396061, 35.6846374759286, 35.6846433060655, 35.6846460695053, 
35.6846481420846, 35.684645144924, 35.684641581168, 35.6846395781251, 35.6846366356933))",461.04,39.7,25.6
GRSM.02637,GRSM_003,GRSM,ACRU,OK,1.6,45.9,28.3,4.3,1.49,1.13,6.67,11.83,63.4,0.415,"list(c(-83.4745855734466, -83.4745960934639, -83.4746095300564, -83.4746204890335, -83.474621009119, -83.4746171668386, -83.4746081903984, -83.4745973292077, -83.4745873209305, -83.4745783361522, -83.4745698631246, -83.4745609594764, -83.4745525675815, -83.4745502522171, -83.4745521286373, -83.4745628192447, -83.4745855734466, 35.676652044268, 35.6766444632755, 35.6766495944062, 35.6766611767616, 35.6766726997415, 35.6766866664846, 35.6767001338197, 35.6767095936913, 35.6767143563641, 35.676713482399, 
35.6767097901145, 35.6767012757795, 35.676689943125, 35.6766811136115, 35.6766707797761, 35.6766622593471, 35.676652044268))",896.25,36.9,25.4
GRSM.02631,GRSM_003,GRSM,ACRU,OK,1.9,46.2,24.6,4.92,1.96,1.08,9.04,10,58.2,0.424,"list(c(-83.4747013018652, -83.4747129431721, -83.4747264692331, -83.4747269893358, -83.4747228870288, -83.4747126270789, -83.4746968023394, -83.4746803763849, -83.4746643727103, -83.4746551278948, -83.4746471666194, -83.4746392053455, -83.4746356064343, -83.4746455252314, -83.474650911084, -83.4746639086964, -83.4746841852481, -83.4747013018652, 35.6765829945992, 35.6765908191886, 35.6766026512383, 35.6766141742192, 35.6766223794769, 35.6766357219701, 35.6766437430079, 35.6766478814332, 35.6766425006071, 
35.6766358651569, 35.6766293545575, 35.6766228439576, 35.6766138895927, 35.6766024259846, 35.6765943455806, 35.6765803133539, 35.6765765494839, 35.6765829945992))",896.25,58.4,24.5
GRSM.02661,GRSM_003,GRSM,HALES,OK,2.1,47.4,22.3,3.94,3.27,0.14,9.02,9.64,54.1,0.363,"list(c(-83.4745500681855, -83.4745636675443, -83.4745821462589, -83.4745888977349, -83.4745857348468, -83.4745599618997, -83.4745184805177, -83.4745141067414, -83.4745266729337, -83.4745500681855, 35.6766092409184, 35.676610563757, 35.6766231236762, 35.6766383413765, 35.6766557601162, 35.6766690802744, 35.6766593475185, 35.6766405625838, 35.6766189938392, 35.6766092409184))",896.25,33.8,20.1
GRSM.02579,GRSM_009,GRSM,QUMO4,OK,2,45.8,22.9,5,4.59,0.04,11.04,17.2,69.9,0.441,"list(c(-83.4900138634748, -83.4900083890362, -83.4900009497397, -83.4899432068272, -83.4899339615191, -83.4899314740844, -83.4899336093029, -83.4899404466012, -83.4899437743193, -83.4899502709001, -83.4899748149327, -83.489996542318, -83.4900134882087, -83.4900242782428, -83.4900248917695, -83.4900138634748, 35.6709867841435, 35.6709881642503, 35.6709931774555, 35.6710019071675, 35.6709952728847, 35.6709873831965, 35.6709828106499, 35.6709739149536, 35.670962766263, 35.670955749464, 35.6709428381494, 
35.6709382571748, 35.6709456396412, 35.6709581600097, 35.6709763836378, 35.6709867841435))",842.98,49.5,27.4
